Eta,Mu,Layers,Neurons,Offline,Error Function,Train Mean,Train Std,Test Mean,Test Std
0.5981805095829118,0.706706476263902,2,16,0,0,8.77267e-05,2.30641e-05,8.77267e-05,2.30641e-05
0.22621320834236985,0.9464759361155539,1,16,0,0,0.000136423,9.98477e-06,0.000136423,9.98477e-06
0.4333446002874125,0.8339530799597993,2,8,0,0,8.09903e-05,2.40488e-05,8.09903e-05,2.40488e-05
0.27254985683173494,0.824233620092924,2,16,0,0,0.000110783,2.13725e-05,0.000110783,2.13725e-05
0.2914838828331379,0.9429408636852228,2,16,0,0,0.000105515,2.18268e-05,0.000105515,2.18268e-05
0.41846763832304773,0.9973911841319006,2,8,0,0,7.26351e-05,2.17631e-05,7.26351e-05,2.17631e-05
0.4032625715518506,0.995797510323655,2,16,0,0,9.00765e-05,2.06287e-05,9.00765e-05,2.06287e-05
0.6971841824997522,0.7441430283717899,2,16,0,0,8.53038e-05,2.14608e-05,8.53038e-05,2.14608e-05
0.639363091435391,0.8859016529785856,2,16,0,0,8.09305e-05,1.30697e-05,8.09305e-05,1.30697e-05
0.43403574692537694,0.9847414102138553,2,8,0,0,7.22491e-05,2.16852e-05,7.22491e-05,2.16852e-05
0.5889167796064126,0.8092272122648266,2,8,0,0,7.244e-05,2.13989e-05,7.244e-05,2.13989e-05
0.6431734794309256,0.7491962124992276,2,8,0,0,7.22539e-05,2.18565e-05,7.22539e-05,2.18565e-05
0.43297334401357285,0.9995602584532681,1,8,0,0,0.000184961,3.51533e-05,0.000184961,3.51533e-05
0.6557976847347067,0.8649738738174174,2,16,0,0,8.02464e-05,1.45293e-05,8.02464e-05,1.45293e-05
0.6934841618376956,0.9319537403536986,2,8,0,0,6.25398e-05,1.88408e-05,6.25398e-05,1.88408e-05
0.37750459766501526,0.9522363494592451,2,16,0,0,9.30597e-05,1.53642e-05,9.30597e-05,1.53642e-05
0.4708740481596939,0.8711628801349073,2,8,0,0,7.6181e-05,2.25605e-05,7.6181e-05,2.25605e-05
0.07530285476165904,0.7918347638336233,2,16,0,0,0.000145305,3.16891e-05,0.000145305,3.16891e-05
0.2616078155517474,0.6390560856041883,2,8,0,0,0.000122613,3.45643e-05,0.000122613,3.45643e-05
0.6931642047367876,0.9738759374536521,2,8,0,0,6.12768e-05,1.91257e-05,6.12768e-05,1.91257e-05
0.5640308917208982,0.9585075932845725,2,8,0,0,6.63219e-05,1.99088e-05,6.63219e-05,1.99088e-05
0.6393001713069902,0.9260493037672602,1,8,0,0,0.000170766,3.22475e-05,0.000170766,3.22475e-05
0.6670333956120711,0.8605784670166379,2,8,0,0,6.65233e-05,2.00355e-05,6.65233e-05,2.00355e-05
0.6681643848317647,0.9435812992874705,2,8,0,0,6.35495e-05,1.95532e-05,6.35495e-05,1.95532e-05
0.6248356364298776,0.8967508623934494,2,8,0,0,6.66662e-05,2.00173e-05,6.66662e-05,2.00173e-05
0.6393250561510005,0.9991092540719514,2,8,0,0,6.21221e-05,1.96269e-05,6.21221e-05,1.96269e-05
0.4855669305546526,0.9998246490705353,2,8,0,0,6.87631e-05,2.06026e-05,6.87631e-05,2.06026e-05
0.6790719935473213,0.8340920879045685,2,8,0,0,6.73136e-05,2.04037e-05,6.73136e-05,2.04037e-05
0.5211702956304691,0.8318143087458728,2,8,0,0,7.51731e-05,2.21691e-05,7.51731e-05,2.21691e-05
0.6969139187740911,0.988855370327701,2,8,0,0,6.09224e-05,1.8922e-05,6.09224e-05,1.8922e-05
0.38810333389073437,0.8280356223911335,2,8,0,0,8.48448e-05,2.51169e-05,8.48448e-05,2.51169e-05
0.6159966550903238,0.9023312688824605,2,16,0,0,8.14961e-05,1.29935e-05,8.14961e-05,1.29935e-05
0.4416445957895721,0.6197005485317573,2,8,0,0,0.000101825,2.80046e-05,0.000101825,2.80046e-05
0.4050825941589932,0.9683476860223167,2,16,0,0,9.00341e-05,1.22401e-05,9.00341e-05,1.22401e-05
0.6151892896684057,0.9999941417741192,2,8,0,0,6.29344e-05,1.89006e-05,6.29344e-05,1.89006e-05
0.6854392606844827,0.9898420184260415,2,8,0,0,6.10273e-05,1.92185e-05,6.10273e-05,1.92185e-05
0.6961888941847358,0.9692504279315899,2,8,0,0,6.10832e-05,1.89192e-05,6.10832e-05,1.89192e-05
0.4962827008707595,0.9404372278427359,2,8,0,0,7.09882e-05,2.11488e-05,7.09882e-05,2.11488e-05
0.6477329132244898,0.8914942160142388,2,8,0,0,6.61909e-05,2.0241e-05,6.61909e-05,2.0241e-05
0.6825123545161679,0.7752534043461269,2,8,0,0,6.89899e-05,1.98814e-05,6.89899e-05,1.98814e-05
0.619891942977796,0.9935757333026177,2,8,0,0,6.2934e-05,1.92036e-05,6.2934e-05,1.92036e-05
0.6286814923854296,0.9949188495559179,2,8,0,0,6.25284e-05,1.95011e-05,6.25284e-05,1.95011e-05
0.5102708398109843,0.8423147180881225,2,16,0,0,8.87034e-05,1.92007e-05,8.87034e-05,1.92007e-05
0.6295983435256134,0.7870058709958107,2,16,0,0,8.19225e-05,1.77394e-05,8.19225e-05,1.77394e-05
0.6751328989503068,0.9997755589149241,2,8,0,0,6.12289e-05,1.89406e-05,6.12289e-05,1.89406e-05
0.5117190458448516,0.9092167581888893,2,8,0,0,7.1784e-05,2.11931e-05,7.1784e-05,2.11931e-05
0.5058418596811329,0.9747882094286674,2,8,0,0,6.89153e-05,2.05851e-05,6.89153e-05,2.05851e-05
0.6115525722191365,0.9357861779591305,2,8,0,0,6.59612e-05,1.98497e-05,6.59612e-05,1.98497e-05
0.40033463579318485,0.9921090879612982,2,8,0,0,7.39528e-05,2.22824e-05,7.39528e-05,2.22824e-05
0.6005931430491414,0.9220117001745755,2,16,0,0,8.1568e-05,1.43313e-05,8.1568e-05,1.43313e-05
0.528189355637973,0.839737475334787,2,8,0,0,7.42878e-05,2.19161e-05,7.42878e-05,2.19161e-05
0.6260924174488136,0.9994210221739788,2,8,0,0,6.23809e-05,1.9363e-05,6.23809e-05,1.9363e-05
0.6983045134308834,0.9999609897771671,2,16,0,0,7.40284e-05,9.07935e-06,7.40284e-05,9.07935e-06
0.6193273737256306,0.8826286853086719,2,8,0,0,6.73781e-05,2.03108e-05,6.73781e-05,2.03108e-05
0.5884743579874425,0.8875349247331187,2,8,0,0,6.87584e-05,2.06962e-05,6.87584e-05,2.06962e-05
0.6934945210888569,0.9996323737254716,2,16,0,0,7.36674e-05,8.58675e-06,7.36674e-05,8.58675e-06
0.4089131484147267,0.9544331435428588,2,16,0,0,9.00958e-05,1.36407e-05,9.00958e-05,1.36407e-05
0.5995469137773417,0.8793849884470857,2,8,0,0,6.85018e-05,2.06396e-05,6.85018e-05,2.06396e-05
0.6857614424069637,0.9271026422926547,2,8,0,0,6.29719e-05,1.90189e-05,6.29719e-05,1.90189e-05
0.6993546097602961,0.9993814687993187,2,8,0,0,6.05429e-05,1.88918e-05,6.05429e-05,1.88918e-05
0.6374853700337668,0.9109501341081621,2,8,0,0,6.55105e-05,1.98404e-05,6.55105e-05,1.98404e-05
0.5740294795363418,0.7785258883424427,2,16,0,0,9.05146e-05,1.92219e-05,9.05146e-05,1.92219e-05
0.5360158645213138,0.9889019378334147,2,8,0,0,6.65614e-05,2.01253e-05,6.65614e-05,2.01253e-05
0.49882993493819716,0.8302889526214899,2,16,0,0,8.8612e-05,1.72216e-05,8.8612e-05,1.72216e-05
0.6972483191959028,0.9945683325566768,2,8,0,0,6.07782e-05,1.89474e-05,6.07782e-05,1.89474e-05
0.6708346020685362,0.8251601877209792,2,8,0,0,6.82103e-05,2.07149e-05,6.82103e-05,2.07149e-05
0.6664208359122733,0.9820330368286486,2,8,0,0,6.20709e-05,1.90636e-05,6.20709e-05,1.90636e-05
0.642038145087063,0.9902638905429489,2,8,0,0,6.28214e-05,1.94027e-05,6.28214e-05,1.94027e-05
0.697653048456722,0.994783332243639,2,8,0,0,6.07448e-05,1.89385e-05,6.07448e-05,1.89385e-05
0.6999808312693361,0.9286877225728015,2,8,0,0,6.23907e-05,1.8779e-05,6.23907e-05,1.8779e-05
0.5947453407426887,0.7002604662381924,2,16,0,0,8.85339e-05,2.35173e-05,8.85339e-05,2.35173e-05
0.533861247581052,0.9691221794554458,2,16,0,0,7.96652e-05,1.48721e-05,7.96652e-05,1.48721e-05
0.6999981848572082,0.816251622062641,2,8,0,0,6.58587e-05,1.80956e-05,6.58587e-05,1.80956e-05
0.6830028995914048,0.9924428371312847,2,8,0,0,6.13157e-05,1.89858e-05,6.13157e-05,1.89858e-05
0.6876813797173258,0.9795134387674195,2,8,0,0,6.1602e-05,1.91693e-05,6.1602e-05,1.91693e-05
0.6951359275682234,0.9953577862715637,2,8,0,0,6.08611e-05,1.89644e-05,6.08611e-05,1.89644e-05
0.6988056350383047,0.9968959447025192,2,8,0,0,6.06198e-05,1.89107e-05,6.06198e-05,1.89107e-05
0.5209509767662642,0.529182939198249,2,8,0,0,9.90764e-05,2.6064e-05,9.90764e-05,2.6064e-05
0.6985803027277582,0.9850805345653115,2,8,0,0,6.03083e-05,1.9233e-05,6.03083e-05,1.9233e-05
0.6850127839552956,0.9958812242964964,2,16,0,0,7.59407e-05,1.13968e-05,7.59407e-05,1.13968e-05
0.6443441288185705,0.9822643031645342,2,8,0,0,6.31164e-05,1.94225e-05,6.31164e-05,1.94225e-05
0.5902602068419276,0.9960196885901543,2,8,0,0,6.34694e-05,1.9315e-05,6.34694e-05,1.9315e-05
0.5911498851286764,0.9970026693135547,2,16,0,0,7.2432e-05,1.43283e-05,7.2432e-05,1.43283e-05
0.6027466844265221,0.9020781789362634,2,8,0,0,6.77059e-05,2.03012e-05,6.77059e-05,2.03012e-05
0.6019292604645822,0.9889090416614837,2,8,0,0,6.38104e-05,1.89538e-05,6.38104e-05,1.89538e-05
0.683700057763339,0.9999052244657566,2,8,0,0,6.10733e-05,1.88801e-05,6.10733e-05,1.88801e-05
0.6230662654537898,0.970221826346829,2,8,0,0,6.4088e-05,1.94874e-05,6.4088e-05,1.94874e-05
0.6754549802996372,0.8170836301971768,2,8,0,0,6.77695e-05,1.98318e-05,6.77695e-05,1.98318e-05
0.6318451712016621,0.9283297396906941,2,16,0,0,7.8416e-05,1.18681e-05,7.8416e-05,1.18681e-05
0.6962152620481601,0.9585281459599664,2,16,0,0,7.84061e-05,1.46068e-05,7.84061e-05,1.46068e-05
0.6979490576739302,0.9995288895938731,2,8,0,0,6.06412e-05,1.88999e-05,6.06412e-05,1.88999e-05
0.6965937735188413,0.999076199848243,2,8,0,0,6.06926e-05,1.89203e-05,6.06926e-05,1.89203e-05
0.6298478975632164,0.9360124103721407,2,8,0,0,6.49778e-05,1.97878e-05,6.49778e-05,1.97878e-05
0.6999701296691098,0.9886891810088335,2,8,0,0,6.03532e-05,1.89845e-05,6.03532e-05,1.89845e-05
0.6771439555526384,0.9999043038608129,2,8,0,0,6.09988e-05,1.90543e-05,6.09988e-05,1.90543e-05
0.6994752211806345,0.9789063834586855,2,8,0,0,6.06768e-05,1.88742e-05,6.06768e-05,1.88742e-05
0.6865094698319031,0.9549488503672876,2,8,0,0,6.2183e-05,1.91837e-05,6.2183e-05,1.91837e-05
0.6214584209784673,0.9937582742668774,2,8,0,0,6.28845e-05,1.92362e-05,6.28845e-05,1.92362e-05
0.6942826220680292,0.9337716818332081,2,8,0,0,6.24376e-05,1.88154e-05,6.24376e-05,1.88154e-05
0.6971461082245352,0.9965280864881102,2,8,0,0,6.07502e-05,1.89356e-05,6.07502e-05,1.89356e-05
0.6673455052695341,0.9857822881901014,2,8,0,0,6.19483e-05,1.90325e-05,6.19483e-05,1.90325e-05
0.6484856970889142,0.975856331759681,2,8,0,0,6.30221e-05,1.94682e-05,6.30221e-05,1.94682e-05
0.6316979163099767,0.9077797823847652,2,8,0,0,6.59245e-05,1.98497e-05,6.59245e-05,1.98497e-05
0.6998847143231914,0.9923209699072848,2,8,0,0,6.05147e-05,1.88452e-05,6.05147e-05,1.88452e-05
0.6692995622669644,0.9126502652680551,2,8,0,0,6.43329e-05,1.94851e-05,6.43329e-05,1.94851e-05
0.6978254439550732,0.9985665355563003,2,8,0,0,6.06698e-05,1.89107e-05,6.06698e-05,1.89107e-05
0.692562444518825,0.9940404804288951,2,8,0,0,6.07375e-05,1.92261e-05,6.07375e-05,1.92261e-05
0.6891907280396614,0.9209296625129632,2,8,0,0,6.31581e-05,1.89874e-05,6.31581e-05,1.89874e-05
0.6977020993608052,0.9433372560597978,2,8,0,0,6.19452e-05,1.86918e-05,6.19452e-05,1.86918e-05
0.630110777528816,0.9808826083575027,2,8,0,0,6.34358e-05,1.94266e-05,6.34358e-05,1.94266e-05
0.693550898846501,0.9999921922524281,2,8,0,0,6.04381e-05,1.92071e-05,6.04381e-05,1.92071e-05
0.6994487884100777,0.9538703445027077,2,8,0,0,6.15017e-05,1.86073e-05,6.15017e-05,1.86073e-05
0.6907105324937751,0.980488105163006,2,8,0,0,6.14654e-05,1.91131e-05,6.14654e-05,1.91131e-05
0.6972315403902768,0.9690152543674665,2,8,0,0,6.10291e-05,1.88575e-05,6.10291e-05,1.88575e-05
0.6414738132189357,0.9903060073881736,2,8,0,0,6.28269e-05,1.94008e-05,6.28269e-05,1.94008e-05
0.6731588766386771,0.9729158159917553,2,8,0,0,6.22925e-05,1.91525e-05,6.22925e-05,1.91525e-05
0.6997432107472934,0.9905443159907195,2,8,0,0,6.04824e-05,1.88842e-05,6.04824e-05,1.88842e-05
0.6994683858652548,0.9996516243367253,2,8,0,0,6.05298e-05,1.88888e-05,6.05298e-05,1.88888e-05
0.6996448305427679,0.9987525547500395,2,8,0,0,6.05204e-05,1.88912e-05,6.05204e-05,1.88912e-05
0.6958024937988594,0.9696478704778081,2,8,0,0,6.11058e-05,1.89441e-05,6.11058e-05,1.89441e-05
0.6884083598499735,0.9942736317448253,2,8,0,0,6.07745e-05,1.92233e-05,6.07745e-05,1.92233e-05
0.6878943498919083,0.99243377139194,2,8,0,0,6.08828e-05,1.92528e-05,6.08828e-05,1.92528e-05
0.6940946845040853,0.9902420922136266,2,8,0,0,6.10467e-05,1.9021e-05,6.10467e-05,1.9021e-05
0.689408361349109,0.9798872694516905,2,8,0,0,6.1528e-05,1.91472e-05,6.1528e-05,1.91472e-05
0.6999464130659259,0.9761659466458041,2,8,0,0,6.07207e-05,1.88086e-05,6.07207e-05,1.88086e-05
0.6888919938922945,0.9871353141629369,2,8,0,0,6.10289e-05,1.93636e-05,6.10289e-05,1.93636e-05
0.6869085165036513,0.8887455015414539,2,8,0,0,6.45665e-05,1.94514e-05,6.45665e-05,1.94514e-05
0.6922998006230197,0.9324474982258909,2,8,0,0,6.25562e-05,1.88579e-05,6.25562e-05,1.88579e-05
0.6989119398267389,0.9978009292612482,2,8,0,0,6.05993e-05,1.89064e-05,6.05993e-05,1.89064e-05
0.6882122638215465,0.9990650595479347,2,8,0,0,6.09132e-05,1.89703e-05,6.09132e-05,1.89703e-05
0.6901597962586097,0.9990618964734799,2,8,0,0,6.0573e-05,1.91104e-05,6.0573e-05,1.91104e-05
0.6579530674516856,0.999891918631579,2,8,0,0,6.20796e-05,1.93867e-05,6.20796e-05,1.93867e-05
0.6186321692643831,0.992341690420505,2,8,0,0,6.30108e-05,1.92067e-05,6.30108e-05,1.92067e-05
0.6384315107423191,0.9837133485723338,2,8,0,0,6.32193e-05,1.94011e-05,6.32193e-05,1.94011e-05
0.6632911748113125,0.9867014815628787,2,8,0,0,6.1926e-05,1.91826e-05,6.1926e-05,1.91826e-05
0.5913486782776377,0.9655327415645325,2,8,0,0,6.50866e-05,1.93187e-05,6.50866e-05,1.93187e-05
0.6926713295916515,0.9801394658120046,2,8,0,0,6.1427e-05,1.90162e-05,6.1427e-05,1.90162e-05
0.6954751642563032,0.9996662523914437,2,8,0,0,6.0473e-05,1.91443e-05,6.0473e-05,1.91443e-05
0.6691122938895777,0.9938432645319077,2,8,0,0,6.16116e-05,1.90305e-05,6.16116e-05,1.90305e-05
0.6993217395278081,0.9835870803867841,2,8,0,0,6.06013e-05,1.89283e-05,6.06013e-05,1.89283e-05
0.6975200683747833,0.9996646869741215,2,8,0,0,6.06532e-05,1.89021e-05,6.06532e-05,1.89021e-05
0.6976826691453433,0.9955354839041153,2,8,0,0,6.07309e-05,1.89359e-05,6.07309e-05,1.89359e-05
0.6948369858090352,0.9915338075463749,2,8,0,0,6.09809e-05,1.90021e-05,6.09809e-05,1.90021e-05
0.6848917389833408,0.9997505749676735,2,8,0,0,6.10628e-05,1.88935e-05,6.10628e-05,1.88935e-05
0.6833666765208202,0.9872570567695734,2,8,0,0,6.1315e-05,1.91589e-05,6.1315e-05,1.91589e-05
0.6700294179337888,0.998708145967982,2,8,0,0,6.1327e-05,1.90662e-05,6.1327e-05,1.90662e-05
0.6647426873013058,0.9969525131835144,2,8,0,0,6.1432e-05,1.92844e-05,6.1432e-05,1.92844e-05
0.6998546825099399,0.9626008111870258,2,8,0,0,6.11829e-05,1.86215e-05,6.11829e-05,1.86215e-05
0.6999444680418353,0.9931424919440887,2,8,0,0,6.05165e-05,1.88397e-05,6.05165e-05,1.88397e-05
0.6850540887610266,0.9940368133976537,2,8,0,0,6.12012e-05,1.89997e-05,6.12012e-05,1.89997e-05
0.6938849615194508,0.9946284545106654,2,8,0,0,6.0901e-05,1.89975e-05,6.0901e-05,1.89975e-05
0.6960913339057383,0.9999997937327284,2,8,0,0,6.06051e-05,1.89786e-05,6.06051e-05,1.89786e-05
0.6969285924347718,0.9834819231260963,2,8,0,0,6.07985e-05,1.90197e-05,6.07985e-05,1.90197e-05
0.6951153816084519,0.9320641212962132,2,8,0,0,6.24861e-05,1.88137e-05,6.24861e-05,1.88137e-05
0.6635461109087354,0.9964747710586177,2,8,0,0,6.15449e-05,1.93095e-05,6.15449e-05,1.93095e-05
0.5784764600259426,0.9957880923231797,2,8,0,0,6.41138e-05,1.93096e-05,6.41138e-05,1.93096e-05
0.6457119879793028,0.998714750602414,2,8,0,0,6.22745e-05,1.94519e-05,6.22745e-05,1.94519e-05
0.6550879424946227,0.9998479323090878,2,8,0,0,6.20494e-05,1.94463e-05,6.20494e-05,1.94463e-05
0.6639514613393681,0.9997393668261841,2,8,0,0,6.14817e-05,1.93154e-05,6.14817e-05,1.93154e-05
0.6999969859452929,0.9955639098952797,2,8,0,0,6.04936e-05,1.88605e-05,6.04936e-05,1.88605e-05
0.6985812585448096,0.9994094548035717,2,8,0,0,6.06071e-05,1.88975e-05,6.06071e-05,1.88975e-05
0.6509355697801819,0.9907590283284564,2,8,0,0,6.25703e-05,1.94065e-05,6.25703e-05,1.94065e-05
0.6911018423230533,0.9919032747394776,2,8,0,0,6.06401e-05,1.94715e-05,6.06401e-05,1.94715e-05
0.6959747843832406,0.9996655002986693,2,8,0,0,6.0629e-05,1.89739e-05,6.0629e-05,1.89739e-05
0.6842071150734801,0.9978227375977161,2,8,0,0,6.11425e-05,1.89136e-05,6.11425e-05,1.89136e-05
0.6939089182966937,0.9846084292098507,2,8,0,0,6.12223e-05,1.90093e-05,6.12223e-05,1.90093e-05
0.6999351277150904,0.9709394047299484,2,8,0,0,6.09185e-05,1.87166e-05,6.09185e-05,1.87166e-05
0.6992080293685412,0.9988683381861204,2,8,0,0,6.05613e-05,1.88967e-05,6.05613e-05,1.88967e-05
0.6991344759748335,0.9583172300833331,2,8,0,0,6.13538e-05,1.8625e-05,6.13538e-05,1.8625e-05
0.6889558308228442,0.9992089092085429,2,8,0,0,6.08197e-05,1.89943e-05,6.08197e-05,1.89943e-05
0.6988732877682863,0.9999701281236631,2,8,0,0,6.05776e-05,1.88902e-05,6.05776e-05,1.88902e-05
0.6648981797297896,0.9236360866648933,2,8,0,0,6.44324e-05,1.97747e-05,6.44324e-05,1.97747e-05
0.6999373748533547,0.980557409725887,2,8,0,0,6.06048e-05,1.88727e-05,6.06048e-05,1.88727e-05
0.6842468093673959,0.9994977483856913,2,8,0,0,6.11028e-05,1.88895e-05,6.11028e-05,1.88895e-05
0.6964655937862013,0.9892303846641793,2,8,0,0,6.09584e-05,1.89402e-05,6.09584e-05,1.89402e-05
0.6929324994569195,0.9935980347256212,2,8,0,0,6.09274e-05,1.90462e-05,6.09274e-05,1.90462e-05
0.6573227962416444,0.9317466532543158,2,8,0,0,6.3993e-05,1.98739e-05,6.3993e-05,1.98739e-05
0.6649812314500002,0.9929577102087299,2,8,0,0,6.16181e-05,1.9205e-05,6.16181e-05,1.9205e-05
0.6993703963542519,0.9999991326346879,2,8,0,0,6.0536e-05,1.88869e-05,6.0536e-05,1.88869e-05
0.699698235815476,0.9997158881109568,2,8,0,0,6.05068e-05,1.88861e-05,6.05068e-05,1.88861e-05
0.6999580134541589,0.9958141437443249,2,8,0,0,6.0502e-05,1.88614e-05,6.0502e-05,1.88614e-05
